kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_kepmag
7272132,K04466.01,,CANDIDATE,CANDIDATE,0.985,0,0,0,0,154.674369,177.3621,0.777,9.35,4.3580e+02,2.29,371,4.47,13.5,1,7,1,q1_q17_dr25_tce,6338,4.449,-0.36,1.002,1.023,,15.015
6437226,K04531.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,372.62637,307.8836,0.5353,18.52,5.4200e+02,2.38,258,1.05,11.9,1,,,,6014,4.486,0.07,0.993,1.101,,15.412
2710623,K04532.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.02087831,131.66089,0.148,2.429,3.3400e+01,0.64,1903,3115.14,9.9,1,1312,1,q1_q17_dr25_tce,5750,4.337,0.04,1.106,0.968,,14.103
3330684,K04533.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,1.26132769,132.4274,0.289,1.244,1.0970e+02,0.14,447,9.46,9.9,1,1059,1,q1_q17_dr25_tce,2900,5.224,0,0.132,0.107,,15.918
2696703,K03161.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.09406648,133.65981,1.235,2.085,3.0270e+03,54.54,1417,953.63,19,1,222,1,q1_q17_dr25_tce,6785,4.162,0.18,1.666,1.47,,9.58
7699298,K04534.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.1578141,132.43684,0.564,3.253,5.4800e+01,1.24,2133,4895.77,27.8,1,1158,1,q1_q17_dr25_tce,5412,3.941,-0.38,1.629,0.845,,13.548
8430053,K04603.01,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,15.9513866,146.45425,0.197,2.285,9.9200e+01,1.17,849,123.03,9.2,1,84,1,q1_q17_dr25_tce,6451,4.375,-0.08,1.168,1.181,,13.629
7115661,K03174.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.566800926,131.81666,0.971,4.407,2.6450e+02,2.19,2200,5563.01,63.2,1,2356,1,q1_q17_dr25_tce,5780,4.438,0,1,1,,10.624
2853889,K04604.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,24.1876477,145.8464,1.8212,2.654,1.9480e+02,118.8,782,88.31,11.4,1,55,1,q1_q17_dr24_tce,6437,4.273,-0.1,1.31,1.175,,13.544
12458605,K04605.01,,CANDIDATE,CANDIDATE,0.964,0,0,0,0,7.7859111,137.8734,0.675,7.788,4.5500e+01,0.68,939,183.92,12,1,174,1,q1_q17_dr25_tce,6045,4.479,-0.18,0.954,0.994,,13.515
4845862,K04606.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,0,1,0,2.44926655,132.82121,0.253,2.988,1.0820e+02,0.76,1033,269.06,10.7,1,438,1,q1_q17_dr25_tce,4840,4.551,-0.04,0.749,0.727,,15.238
10130057,K04675.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.17812826,132.03068,0.344,2.601,1.0080e+02,0.81,1206,500.27,10.4,1,616,1,q1_q17_dr25_tce,5426,4.579,-0.06,0.805,0.903,,15.613
4953173,K04676.01,,CANDIDATE,CANDIDATE,,0,0,0,0,31.183688,155.9588,0.8319,6.14,1.3980e+02,3.21,876,139.27,7.9,2,,,,5947,3.814,0.18,2.407,1.378,,13.931
9838608,K04677.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.33259494,132.0286,0.104,2.783,9.2700e+01,0.89,1665,1814.46,7.8,1,1010,1,q1_q17_dr25_tce,6063,4.51,-0.26,0.918,0.994,,15.165
4247811,K04678.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.05048377,133.2849,0.013,3.67,6.0500e+01,0.66,1339,761.65,14.3,1,651,1,q1_q17_dr25_tce,5568,4.451,-0.46,0.854,0.752,,14.352
6543645,K04679.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.19550618,132.3006,0.483,3.337,2.6900e+01,0.78,2152,5062.04,13.3,1,1132,1,q1_q17_dr25_tce,6088,4.15,-0.02,1.463,1.103,,13.45
5352640,K04467.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,2.94242323,133.86084,0.447,1.519,2.9330e+02,1.42,1098,344.64,14.7,1,383,1,q1_q17_dr25_tce,5436,4.573,0,0.819,0.919,,15.907
8738244,K03157.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.683082998,131.73271,0.694,4.409,1.4330e+02,9.92,6757,492690.35,26.1,1,985,1,q1_q17_dr25_tce,8247,3.17,0.07,7.762,3.253,,8.163
4157052,K04468.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.791771167,131.523083,1.224,2.4463,5.0920e+02,82.71,3419,32163.04,82.4,1,1645,1,q1_q17_dr25_tce,6218,3.678,0.24,3.07,1.639,,13.852
10006641,K04469.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.894172544,131.51006,0.162,0.8302,8.6200e+01,0.68,1461,1070.89,16.9,1,1494,1,q1_q17_dr25_tce,4982,4.591,-0.08,0.736,0.771,,14.251
10815916,K04470.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,0,1,0,1.68207624,132.12513,0.56,1.519,5.4700e+01,1.01,1980,3646.1,11.1,1,638,1,q1_q17_dr25_tce,6495,4.191,-0.64,1.311,0.972,,13.753
3547760,K04535.01,,FALSE POSITIVE,FALSE POSITIVE,0.981,0,0,1,0,9.8480917,136.80247,0.127,3.079,1.4190e+02,0.88,711,60.47,9.7,2,136,1,q1_q17_dr25_tce,5289,4.546,-0.44,0.748,0.717,,14.791
7281484,K04536.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566800593,131.8233,0.2,3.909,1.2300e+01,0.48,2783,14091.55,10.4,1,2375,1,q1_q17_dr25_tce,6476,4.255,-0.1,1.353,1.202,,12.318
4848115,K04537.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,0,1,0,0.969602551,131.93121,0.415,1.728,1.1100e+02,0.69,1334,750.09,10.4,1,554,1,q1_q17_dr25_tce,4856,4.643,-0.34,0.66,0.701,,15.522
4048898,K07678.01,,CANDIDATE,CANDIDATE,0.967,0,0,0,0,13.0914878,143.75198,0.145,2.037,3.7500e+01,0.79,892,149.52,8,1,103,1,q1_q17_dr25_tce,5919,4.238,0.04,1.288,1.048,,11.993
5991765,K04538.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,9.25801294,132.88335,0.186,2.854,8.8100e+01,1.73,1229,539.51,12.9,1,146,1,q1_q17_dr25_tce,6200,3.977,-0.16,1.834,1.162,,13.49
3962872,K04539.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.9554044,148.7989,0.952,8.491,1.2270e+02,1.46,656,43.9,11.6,1,41,1,q1_q17_dr25_tce,6058,4.408,-0.16,1.038,1.004,,14.145
11912911,K04607.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.74788208,134.1709,0.09,4.183,1.5340e+02,0.94,979,216.97,13.6,1,357,1,q1_q17_dr25_tce,5340,4.593,-0.12,0.777,0.871,,15.527
7045435,K04608.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.93479255,131.88578,1.2,4.5838,2.4750e+02,24.75,2040,4108.03,78.3,1,1435,2,q1_q17_dr25_tce,6018,4.33,-0.5,1.053,0.864,,14.198
2972800,K04609.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,361.43653,421.747,0.2175,9.08,2.7190e+02,1.56,268,1.22,10.8,1,,,,6028,4.398,-0.74,0.938,0.802,,13.791
8573168,K04610.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.89628253,131.54972,0.176,1.397,8.6400e+01,0.76,1670,1848.85,13,1,1493,1,q1_q17_dr25_tce,5561,4.572,-0.12,0.818,0.915,,15.248
10801249,K04611.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.67495622,131.8099,0.399,2.994,3.5900e+01,0.77,1843,2732.19,15.3,1,797,1,q1_q17_dr25_tce,6323,4.296,-0.04,1.263,1.15,,13.363
4587135,K04680.01,,CANDIDATE,CANDIDATE,0.767,0,0,0,0,54.0812235,145.2689,0.182,6.279,4.1110e+02,1.54,431,8.19,11.6,1,27,1,q1_q17_dr25_tce,5757,4.597,-0.5,0.762,0.865,,15.487
3857860,K04681.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,8.2344072,137.4733,0.812,2.808,5.9200e+01,1.49,1263,601.05,11.5,1,256,1,q1_q17_dr25_tce,6148,3.964,-0.46,1.741,1.016,,12.88
5024252,K04682.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.15052332,132.3132,0.0303,3.447,1.1550e+02,1.17,1410,934.17,11,1,494,1,q1_q17_dr24_tce,5780,4.438,,1,1,,13.322
7430876,K03193.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,32.6122381,144.55067,1.252,2.886,1.3214e+03,31.96,570,24.92,19.6,1,29,1,q1_q17_dr25_tce,5780,4.438,0,1,1,,11.486
4843592,K04683.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.967073359,131.604602,1.222,2.4875,7.7350e+02,28.15,1867,2870.56,92.4,1,1108,2,q1_q17_dr25_tce,5755,4.402,0,1.022,0.96,,15.12
9602775,K04684.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.5564279,133.5377,0.359,6.998,1.3140e+02,0.8,972,211.41,12.3,1,305,1,q1_q17_dr25_tce,5404,4.638,-0.5,0.694,0.789,,15.927
8955709,K04471.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.942997994,132.24469,0.153,1.1658,5.3920e+02,1.56,1283,639.03,29.2,1,1105,2,q1_q17_dr25_tce,4499,4.59,0,0.693,0.681,,15.878
7031430,K04472.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.566796775,131.83811,0.974,5.471,1.4410e+02,0.61,931,176.94,32.2,1,2372,1,q1_q17_dr25_tce,3453,4.892,0,0.358,0.364,,15.51
7133294,K04473.01,Kepler-1607 b,CONFIRMED,CANDIDATE,0.334,0,0,0,0,13.6471211,132.2552,0.617,8.331,7.5000e+01,1.25,913,164.06,14.7,1,99,1,q1_q17_dr25_tce,5771,4.106,-0.3,1.382,0.89,,13.897
4381429,K04474.01,Kepler-1608 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,16.473474,142.68604,0.014,4.201,4.7050e+02,1.63,612,33.22,13,1,66,1,q1_q17_dr25_tce,5364,4.529,-0.54,0.754,0.702,,15.889
11912916,K04475.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3.74788322,134.17324,0.544,3.45,2.4260e+02,1.32,1031,266.76,16.3,1,358,1,q1_q17_dr25_tce,5514,4.569,-0.04,0.826,0.926,,15.817
12108293,K04540.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.705455349,131.67764,0.447,2.469,7.4900e+01,0.64,1693,1936.09,18,1,1905,1,q1_q17_dr25_tce,5383,4.614,-0.32,0.736,0.824,,14.837
5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,488.67353,519.7805,0.432,12.35,6.9100e+02,2.03,188,0.3,8.2,1,3,1,q1_q17_dr25_tce,5218,4.596,-0.02,0.772,0.867,,15.747
5511659,K04541.01,,CANDIDATE,CANDIDATE,0.967,0,0,0,0,8.5291223,135.74043,0.606,3.241,3.2540e+02,2.08,911,162.94,12.8,2,120,1,q1_q17_dr25_tce,5543,4.318,0.16,1.111,0.937,,15.377
9640946,K04542.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.08906057,132.0391,0.29,2.743,7.6200e+01,0.75,1511,1235.96,10.4,1,1228,1,q1_q17_dr25_tce,5087,4.463,0.21,0.881,0.822,,14.959
9776186,K04543.01,,FALSE POSITIVE,FALSE POSITIVE,0.281,0,0,1,0,1.48922187,132.3722,0.393,1.882,6.1360e+02,2.5,1594,1524.19,10.8,1,458,1,q1_q17_dr25_tce,5780,4.438,0,1,1,,17.352
9752973,K03162.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.716709761,132.05103,0.986,0.6969,6.8400e+01,1.42,2394,7725.24,21.2,1,1866,1,q1_q17_dr25_tce,6109,4.229,-0.64,1.173,0.85,,10.047
8044600,K04612.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4.1083812,134.8932,0.148,3.279,3.5280e+02,1.62,1058,295.63,11.4,1,66,1,q1_q17_dr25_tce,5730,4.545,-0.06,0.87,0.968,,15.771
10220837,K04613.01,Kepler-1963 b,CONFIRMED,CANDIDATE,0.934,0,0,0,0,1.962282625,131.53585,0.169,1.45,6.8300e+01,0.81,1448,1038.36,12.9,1,545,1,q1_q17_dr25_tce,5726,4.418,-0.1,0.979,0.915,,13.885
10991239,K03178.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.523629052,131.63487,0.045,3.443,1.2200e+02,46.33,9801,2181689.59,61.4,1,,,,4136,1.392,-0.2,44.448,1.777,,10.863
7583650,K04614.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,6.4546845,135.5436,0.93,3.071,6.9900e+01,1.38,1244,565.72,10.8,1,208,1,q1_q17_dr25_tce,6474,4.243,-0.16,1.362,1.185,,13.784
9345819,K04615.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,1.04588635,131.9887,0.204,2.833,1.0270e+02,1.1,1972,3582.91,13.2,1,1258,1,q1_q17_dr25_tce,6249,4.428,-0.04,1.076,1.13,,15.805
9180566,K04616.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,51.31346091,162.7018814,,3.94,,,,,,1,,,,,,,,,,13.888
3867794,K04685.01,,CANDIDATE,CANDIDATE,0.815,0,0,0,0,0.494247662,131.84441,0.366,1.2443,2.2490e+02,1.51,2257,6096.15,18.1,1,872,1,q1_q17_dr25_tce,5763,4.484,0.36,0.998,1.107,,15.666
5819801,K04686.01,,CANDIDATE,CANDIDATE,0.506,0,0,0,0,11.8299383,138.3039,0.502,5.168,4.1400e+01,1.6,1177,453.44,11.7,1,117,1,q1_q17_dr25_tce,5747,3.802,0.26,2.431,1.365,,12.327
11092040,K04687.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.92898,134.7701,0.0299,14.55,2.3350e+02,1.51,255,1,7.5,1,,,,6047,4.431,-0.28,0.988,0.962,,14.755
4851145,K04688.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.23521458,131.9681,0.458,0.918,8.9500e+01,0.93,1713,2032.78,5,1,870,1,q1_q17_dr25_tce,5999,4.494,-0.06,0.959,1.045,,15.637
10292540,K04689.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.085229874,132.10036,0.439,0.652,2.3810e+02,1.37,1632,1675.45,7.6,1,795,1,q1_q17_dr25_tce,5713,4.554,-0.12,0.851,0.948,,15.959
3732894,K04476.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.540379557,132.00637,0.329,2.026,7.6900e+01,0.81,1581,1481.09,14.6,1,866,1,q1_q17_dr25_tce,5812,4.408,-0.58,0.914,0.781,,14.298
6276791,K04477.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,5.30179786,135.9927,0.357,2.24,1.9720e+02,1.22,973,211.8,11.5,2,249,2,q1_q17_dr25_tce,5749,4.547,-0.1,0.864,0.961,,15.466
6278762,K03158.01,Kepler-444 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.60011712,133.25983,0.025,2.396,5.0200e+01,0.5,938,182.81,21.6,5,342,5,q1_q17_dr25_tce,5051,4.562,-0.36,0.721,0.692,,8.717
6276791,K04477.02,Kepler-1958 b,CONFIRMED,CANDIDATE,0.973,0,0,0,0,9.32867952,135.87513,0.035,1.572,3.5440e+02,1.62,806,99.6,12.7,2,140,1,q1_q17_dr25_tce,5749,4.547,-0.1,0.864,0.961,,15.466
8636600,K04478.01,Kepler-1959 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.38671206,131.52991,0.015,1.201,2.2370e+02,1.19,811,102.25,11.6,1,212,1,q1_q17_dr25_tce,5071,4.505,-0.02,0.811,0.768,,14.58
10220950,K04544.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,158.348345,260.2924,3.655,10.55,8.9900e+02,372.86,409,6.61,17.6,1,8,1,q1_q17_dr25_tce,6521,4.352,0.21,1.276,1.334,,15.028
10140122,K04545.01,,CANDIDATE,CANDIDATE,0.619,0,0,0,0,0.849362238,132.14191,0.453,1.36,1.1490e+02,0.85,1498,1190.04,11.9,1,1332,1,q1_q17_dr25_tce,4973,4.595,0.36,0.788,0.891,,15.357
5033823,K04546.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,0.741768294,131.57747,1.201,0.4164,6.0300e+01,72.36,3380,30981.32,14,1,0,1,q1_q17_dr25_tce,5897,3.637,0.14,3.147,1.566,,13.469
10342316,K04547.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.93376962,132.4211,1.142,7.023,1.2580e+02,16.3,1937,3343.62,28.5,1,1442,1,q1_q17_dr25_tce,6056,4.448,-0.26,0.975,0.973,,15.318
5305399,K07725.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,322.48381,189.1585,0.938,22.99,1.0234e+03,3.5,259,1.06,27,1,4,1,q1_q17_dr25_tce,5968,4.534,-0.26,0.881,0.97,,14.76
3223433,K04548.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,61.083322,132.494,0.649,10.396,2.2750e+02,1.61,465,11.01,11.5,1,20,1,q1_q17_dr25_tce,5803,4.444,0.16,1.015,1.044,,14.748
8803757,K04904.01,,CANDIDATE,CANDIDATE,0.995,0,0,0,0,3.5944891,132.36207,0.041,2.557,8.9900e+01,0.98,1178,455.99,10.4,1,369,1,q1_q17_dr25_tce,5523,4.364,0.14,1.046,0.922,,15.033
12021811,K04905.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.739404894,131.69907,0.077,1.753,2.4680e+02,0.94,1256,589.06,21,1,1810,1,q1_q17_dr25_tce,4205,4.635,-0.1,0.624,0.614,,15.962
9479306,K04906.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.8608059,135.76776,0.374,1.966,2.5210e+02,1.21,925,172.76,8.9,1,173,1,q1_q17_dr25_tce,5541,4.6,-0.36,0.757,0.839,,15.933
5437762,K04907.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,4.04481159,133.60007,0.393,2.479,3.3000e+01,0.67,1325,729.15,7.5,1,331,1,q1_q17_dr25_tce,6358,4.359,-0.16,1.141,1.082,,13.778
3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.94964132,148.9825267,0.945,11.6411,6.7800e+01,2.06,753,76.14,7.6,1,40,1,q1_q17_dr25_tce,5109,3.873,0.06,1.922,1.006,,13.956
4730442,K07702.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.71051215,131.65812,0.057,1.284,4.2200e+01,1.04,2004,3820.16,11.2,1,780,1,q1_q17_dr25_tce,5925,3.989,-0.56,1.589,0.898,,13.095
9447166,K03296.01,Kepler-1459 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,62.869463,166.0137,0.954,6.842,3.4170e+02,1.96,349,3.51,16.2,1,20,1,q1_q17_dr25_tce,4762,4.535,0.2,0.781,0.762,,14.591
9643043,K03297.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,84.8062818,192.37227,1.265,9.0006,9.9360e+03,36.51,388,5.33,121.6,1,16,1,q1_q17_dr25_tce,5735,4.525,-0.26,0.853,0.889,,15.808
8151055,K03298.01,Kepler-1460 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,29.9632816,149.94353,0.855,2.6,8.9320e+02,2.24,391,5.55,17.7,1,41,1,q1_q17_dr25_tce,4463,4.623,-0.28,0.638,0.624,,15.947
7177555,K03299.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,17.99643716,134.910537,1.122,4.164,3.6923e+04,30.08,468,11.31,123.5,1,62,1,q1_q17_dr25_tce,4438,4.606,-0.1,0.666,0.653,,14.845
3348082,K01196.02,Kepler-274 b,CONFIRMED,CANDIDATE,0.971,0,0,0,0,11.63486009,140.50071,0.053,5.466,2.9230e+02,2.61,961,201.96,18.4,3,110,2,q1_q17_dr25_tce,5570,4.066,0.16,1.548,1.019,,15.035
4996057,K07712.01,,CANDIDATE,CANDIDATE,0.794,0,0,0,0,4.8302364,134.9522,0.316,7.983,2.2500e+01,1.06,1453,1052.42,11.6,1,279,2,q1_q17_dr25_tce,5086,3.678,-0.38,2.247,0.877,,11.994
8349399,K04763.01,,CANDIDATE,CANDIDATE,0.903,0,0,0,0,56.446465,170.59,0.874,7.371,1.4790e+02,1.57,522,17.5,12.4,1,23,1,q1_q17_dr25_tce,5995,4.337,-0.14,1.117,0.988,,14.046
6043562,K04764.01,,CANDIDATE,CANDIDATE,0.961,0,0,0,0,31.4202111,132.7457,0.075,4.021,3.9050e+02,1.45,471,11.6,10.6,1,39,1,q1_q17_dr25_tce,5269,4.603,-0.2,0.748,0.822,,15.809
10615440,K04765.01,Kepler-1622 b,CONFIRMED,CANDIDATE,0.919,0,0,0,0,10.8118317,137.13426,0.896,2.627,7.6800e+01,1.24,922,170.74,9.5,1,97,1,q1_q17_dr25_tce,6025,4.331,0.12,1.196,1.119,,13.385
4919550,K04766.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.56676609,132.49956,0.392,1.812,1.7380e+02,1.12,859,128.51,12,2,238,1,q1_q17_dr25_tce,5032,4.479,0.2,0.859,0.81,,15.223
5802292,K04767.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.208528832,131.97963,0.039,1.336,1.8080e+02,1.25,1725,2084.15,10.6,1,716,1,q1_q17_dr25_tce,6072,4.51,-0.24,0.923,1.005,,15.912
5126932,K07718.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,1,0,0,0,208.1871179,146.5337609,0.321,2.5404,3.9470e+02,1.99,307,2.1,4.2,1,6,2,q1_q17_dr25_tce,5780,4.438,0,1,1,,12.793
10034146,K04835.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.93198504,131.62897,1.19,2.0472,3.2660e+02,17.72,1647,1734.47,44.5,1,1147,2,q1_q17_dr25_tce,5470,4.509,-0.58,0.777,0.71,,14.477
4175105,K04836.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.60818508,131.62275,1.835,0.909,1.4470e+02,96.03,2298,6637.9,18.9,1,1756,1,q1_q17_dr25_tce,5981,4.372,-0.28,1.043,0.933,,14.538
5645170,K04837.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,5.38613715,133.95782,0.197,1.943,1.6930e+02,0.86,846,121.37,8.9,1,249,1,q1_q17_dr25_tce,5516,4.669,-0.84,0.656,0.74,,15.347
8216763,K04838.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,13.2965044,136.5669,0.902,5.68,1.3340e+02,0.88,488,13.42,9.1,3,98,1,q1_q17_dr25_tce,4352,4.671,-0.2,0.613,0.64,,15.073
9110610,K04839.01,,CANDIDATE,CANDIDATE,0.753,0,0,0,0,21.8420304,150.82731,0.208,3.843,7.9500e+01,2.01,1016,251.46,9.5,1,60,1,q1_q17_dr25_tce,6194,3.813,-0.38,2.241,1.189,,13.547
2437897,K04909.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.65320144,132.40988,0.148,1.525,1.3210e+02,0.74,1059,296.8,6.7,1,403,1,q1_q17_dr25_tce,4544,4.609,-0.22,0.661,0.647,,15.762
9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,0.072,0,0,1,0,3.37487541,132.48977,0.389,3.085,5.3800e+01,0.75,1287,649.96,8.3,1,199,1,q1_q17_dr25_tce,6181,4.464,-0.14,1.006,1.074,,13.858
5556726,K03223.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.962825082,132.21375,0.088,2.8464,1.1810e+02,5.18,3265,26811.24,40.7,1,1400,1,q1_q17_dr25_tce,4898,3.212,0.07,4.928,1.443,,12.173
2554853,K04911.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,309.494217,375.9225,0.0542,13.716,2.9200e+02,2.79,399,6.01,14.5,1,,,,6908,4.085,-0.56,1.614,1.155,,12.512
5208962,K04912.01,,CANDIDATE,CANDIDATE,0.969,0,0,0,0,0.876850385,131.77033,0.049,1.534,5.9200e+01,1.35,2543,9858.55,9.7,1,1527,1,q1_q17_dr25_tce,6102,4.069,0.16,1.756,1.32,,14.878
7889486,K03300.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,1,24.2382519,136.62118,0.82,2.703,4.6550e+02,2.19,597,29.92,11.3,2,55,2,q1_q17_dr25_tce,5763,4.527,0.02,0.904,1.002,,15.752
7889486,K03300.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,24.2416103,155.0323,0.069,5.137,3.2340e+02,1.61,596,29.92,10.8,2,52,1,q1_q17_dr25_tce,5763,4.527,0.02,0.904,1.002,,15.752
4742188,K07703.01,,CANDIDATE,CANDIDATE,0.255,0,0,0,0,413.51856,374.3587,0.019,10.395,3.9110e+02,1.96,254,0.98,7.9,1,3,1,q1_q17_dr25_tce,6031,4.45,-0.14,0.992,1.012,,15.106
8301878,K03301.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,20.7106368,140.89982,0.604,2.693,1.4250e+02,1.12,626,36.18,11,1,62,1,q1_q17_dr25_tce,5631,4.478,-0.12,0.901,0.89,,14.18
8233802,K03302.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,69.3788597,154.19137,0.539,3.807,5.3040e+02,2.07,421,7.4,16.8,1,19,1,q1_q17_dr25_tce,5806,4.529,-0.18,0.874,0.943,,14.854
7510820,K03303.01,Kepler-1461 b,CONFIRMED,CANDIDATE,0.979,0,0,0,0,29.3493852,148.46564,0.75,4.313,6.5920e+02,2.02,451,9.81,20.3,1,47,1,q1_q17_dr25_tce,4987,4.613,-0.12,0.722,0.784,,15.689
10221505,K04768.01,,CANDIDATE,CANDIDATE,0.957,0,0,0,0,3.43633133,132.42697,0.114,0.675,4.7350e+02,1.44,945,188.22,14.5,1,310,1,q1_q17_dr25_tce,5201,4.616,-0.84,0.651,0.638,,15.71
6116035,K04769.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,449.57274,153.3061,0.2059,9.328,2.2140e+02,3.08,333,2.89,14.1,1,,,,5691,3.842,-0.22,2.079,1.096,,13.679
8958359,K04770.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,245.059374,301.678,0.0927,9.549,1.6500e+02,1.63,356,3.81,15.1,1,,,,6036,4.127,-0.86,1.265,0.781,,12.854
11658036,K04771.01,,CANDIDATE,CANDIDATE,0.919,0,0,0,0,142.703888,212.0311,0.062,5.808,2.2550e+02,1.95,440,8.88,11,1,10,1,q1_q17_dr25_tce,6701,4.326,-0.02,1.289,1.292,,13.964
