koi_score,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_disposition
0.75272,0,0,0,603.3102,151.0618,0.3142,8.025,517.9,2.6,250.0,0.92,11.9,1,148.79,1.0,6446.0,4.391,-0.18,1.125,1.134,13.911,FALSE POSITIVE
1.0,0,0,0,7.20281185,135.19499,0.028,2.8305,1832.6,3.06,794.0,93.79,49.4,1,144.0,1.0,5388.0,4.56,-0.7,0.717,0.681,13.028,CONFIRMED
0.3409500000000001,0,0,0,36.4772788,137.1924,0.5298,2.092,463.0,1.65,427.0,7.89,5.8,1,944.78,1.0,4910.0,4.545,-0.08,0.755,0.73,15.846,FALSE POSITIVE
0.7478400000000002,0,0,0,399.49671,368.4202,0.0814,5.351,139.3,1.39,286.0,1.59,6.9,1,141.45,1.0,6224.0,4.321,-0.1,1.177,1.056,12.796,FALSE POSITIVE
0.0,0,1,0,251.958533,367.3803,0.005,4.742,204.1,1.4,291.0,1.69,15.3,1,4.0,1.0,5870.0,4.449,-0.04,0.985,0.994,12.289,FALSE POSITIVE
0.0,0,0,0,389.169027,388.2063,0.2117,3.759,513.3,15.36,519.0,17.15,7.7,1,824.6266666666667,1.0,5075.0,3.031,-0.18,6.918,1.875,13.443,FALSE POSITIVE
0.0,1,0,0,18.78970984,143.82465,1.172,4.13997,40789.0,44.01,752.0,75.6,488.7,1,11.0,1.0,6477.0,4.439,-1.56,0.884,0.784,15.115,FALSE POSITIVE
0.0,0,1,0,0.915782856,132.27591,1.209,2.24,301.0,32.86,2307.0,6663.73,7.7,1,1419.0,1.0,6318.0,4.256,-0.04,1.333,1.168,13.806,FALSE POSITIVE
0.928,1,0,0,0.66882716,131.8692,0.514,1.069,68.2,124.42,13184.0,7165673.12,6.2,1,499.0,1.0,3711.0,0.652,0.07,150.091,3.686,11.598,FALSE POSITIVE
0.0,1,0,0,43.5428781,150.4229,0.984,3.6768,5447.0,17.47,688.0,53.04,52.1,1,4.0,1.0,6669.0,4.224,-0.2,1.427,1.251,15.223,FALSE POSITIVE
0.0,0,1,1,3.72273683,134.6473,0.52,8.552,37.8,0.52,1104.0,350.89,14.7,1,366.0,1.0,5898.0,4.567,-0.4,0.819,0.904,13.945,FALSE POSITIVE
0.0,0,1,1,3.7229369,134.6174,0.896,10.57,65.2,0.46,591.0,28.81,18.6,1,371.0,1.0,3724.0,4.767,-0.1,0.48,0.492,14.541,FALSE POSITIVE
0.0,0,0,1,1.80455062,132.4262,0.348,2.166,39.7,0.65,1577.0,1457.85,12.5,1,745.0,1.0,6006.0,4.41,-0.2,1.019,0.975,13.73,FALSE POSITIVE
0.5232800000000001,0,0,0,10.1955065,140.26643,0.5396,2.447,221.4,1.02,661.0,45.18,7.0,1,496.8,1.0,5182.0,4.601,-0.74,0.666,0.646,15.05,FALSE POSITIVE
0.0,1,0,0,3.66115536,133.7708,0.676,14.807,34.3,0.81,1466.0,1093.71,27.8,1,376.0,1.0,6356.0,4.241,-0.18,1.308,1.085,13.164,FALSE POSITIVE
0.0,0,0,0,267.282521,589.71975,0.378,7.788,471.9,1.43,207.0,0.44,19.3,5,4.0,4.0,4926.0,4.653,-0.36,0.662,0.727,13.725,CONFIRMED
0.992,0,0,0,16.9348104,137.2502,0.471,3.408,346.3,1.31,508.0,15.77,11.5,3,57.0,3.0,4650.0,4.589,-0.04,0.706,0.704,15.549,CONFIRMED
0.0,0,1,1,1.540399732,131.99296,0.106,1.63,57.6,0.58,1312.0,700.19,14.8,1,864.0,1.0,5160.0,4.518,-0.22,0.784,0.738,13.328,FALSE POSITIVE
0.0,0,1,1,1.540389045,131.99987,0.136,1.8325,485.7,32.54,4379.0,86889.72,48.6,1,810.0,1.0,4964.0,2.562,0.07,15.155,3.055,13.561,FALSE POSITIVE
0.0,0,1,1,1.540393027,131.998449,0.343,1.75,526.2,2.17,1502.0,1200.85,72.1,1,864.0,1.0,5466.0,4.396,-0.14,0.946,0.813,14.844,FALSE POSITIVE
0.136,0,1,0,0.888045184,131.84685,0.491,2.1961,90.6,2.04,2870.0,15984.12,26.6,1,397.0,1.0,6316.0,3.908,-0.1,2.087,1.285,12.807,FALSE POSITIVE
0.946,1,0,0,43.9311596,134.214029,0.855,12.9395,9304.4,58.37,902.0,156.74,1070.3,1,32.0,1.0,4888.0,3.257,0.34,5.132,1.734,12.776,FALSE POSITIVE
0.9691099999999997,0,0,0,494.62409,242.5567,0.4064,8.36,307.0,1.04,145.0,0.11,6.0,1,176.38,1.0,4302.0,4.647,-0.34,0.604,0.589,14.205,FALSE POSITIVE
0.0,1,0,0,78.60436061,143.9949276,0.828,4.65559,78104.0,34.8,438.0,8.68,2384.6,1,14.0,1.0,5938.0,4.427,-0.22,0.985,0.947,14.08,FALSE POSITIVE
0.02348999999999999,0,0,0,294.202469,221.2782,0.0219,2.36,248.2,2.61,401.0,6.09,5.2,1,871.42,1.0,6897.0,4.121,-0.36,1.635,1.291,11.733,FALSE POSITIVE
0.33165999999999984,0,0,0,588.10504,289.5538,0.3168,15.474,326.6,1.77,231.0,0.67,11.0,1,463.48,1.0,6214.0,4.457,-0.4,0.965,0.972,14.514,FALSE POSITIVE
0.7944399999999997,0,0,0,116.170346,205.5026,0.6637,2.656,435.2,1.68,320.0,2.49,6.0,1,89.96,1.0,5510.0,4.594,-0.32,0.762,0.833,15.232,FALSE POSITIVE
0.6404500000000002,0,0,0,452.30053,261.1684,0.6613,5.918,809.0,2.29,199.0,0.37,7.7,1,217.37,1.0,5396.0,4.599,-0.2,0.766,0.859,15.494,FALSE POSITIVE
0.70742,0,0,0,39.5931053,141.0746,0.0044,2.306,156.6,1.22,546.0,21.06,5.7,1,286.29,1.0,6046.0,4.486,-0.08,0.972,1.053,13.804,FALSE POSITIVE
0.0,0,1,1,1.55935718,132.54264,0.568,2.892,49.7,1.39,2389.0,7676.02,17.9,1,862.0,1.0,6475.0,3.921,-0.58,1.9,1.097,13.357,FALSE POSITIVE
0.9579200000000001,0,0,0,100.629443,189.6247,0.0726,1.708,355.7,1.75,412.0,6.84,4.7,1,176.78,1.0,6351.0,4.513,-0.5,0.921,1.008,15.08,FALSE POSITIVE
0.5516599999999999,0,0,0,273.169948,309.84052,0.3259,2.701,283.3,2.8,362.0,4.08,6.2,1,312.86,1.0,5880.0,4.035,-0.02,1.65,1.077,13.831,FALSE POSITIVE
0.94,0,0,0,14.5123622,143.8154,0.927,4.163,355.8,2.08,636.0,38.6,11.8,3,81.0,2.0,5094.0,4.469,0.16,0.87,0.813,15.77,CONFIRMED
0.0,0,0,0,1.434200327,132.0647,1.208,5.968,3097.3,44.76,2410.0,7985.65,39.1,4,838.0,5.0,6911.0,4.038,-1.54,1.501,0.897,7.899,FALSE POSITIVE
0.0,1,0,0,8.653098686,136.657941,1.11,3.9071,60715.0,77.15,1324.0,725.95,262.6,4,158.0,1.0,6911.0,4.038,-1.54,1.501,0.897,7.899,FALSE POSITIVE
0.0,0,0,0,2.302365255,132.4231,1.1,23.88,62160.0,63.06,1568.0,1429.81,468.4,1,463.0,2.0,5948.0,4.269,-0.02,1.229,1.025,10.691,FALSE POSITIVE
0.0,0,1,0,0.575445783,132.0648853,0.144,0.8463,29.3,1.3,3478.0,34528.16,3.2,1,2319.0,1.0,6215.0,3.802,-0.14,2.396,1.327,13.022,FALSE POSITIVE
0.0,0,0,0,214.715417,275.49823,0.981,34.146,5211.2,71.79,602.0,31.0,161.3,1,7.0,1.0,5022.0,3.06,-0.3,5.826,1.421,12.391,FALSE POSITIVE
0.0,1,1,0,23.0295222,151.14686,1.173,7.96,548.2,20.81,645.0,40.87,27.7,1,59.0,1.0,5877.0,4.445,-0.2,0.959,0.936,14.802,FALSE POSITIVE
0.0,0,0,1,359.04147,274.206,1.28,14.04,3658.0,27.1,181.0,0.25,11.2,1,3.0,1.0,4596.0,4.59,-0.06,0.696,0.688,14.96,FALSE POSITIVE
0.0,1,0,0,0.52363021,131.7669254,0.549,3.45121,367100.0,52.26,1940.0,3324.98,1948.2,1,2561.0,1.0,5407.0,4.535,-0.62,0.745,0.694,13.901,FALSE POSITIVE
0.791,0,1,0,0.523632451,131.76512,0.738,1.99,8.1,1.08,5313.0,188657.97,13.9,1,2563.0,1.0,8277.0,3.693,0.07,3.518,2.225,10.061,FALSE POSITIVE
0.8692500000000001,0,0,0,492.25299,520.86,0.226,5.077,372.7,1.8,224.0,0.59,11.6,1,235.75,1.0,5755.0,4.478,-0.04,0.936,0.961,13.465,FALSE POSITIVE
0.0,1,0,0,293.5056071,328.7269,1.341,3.4075,6824.0,48.59,265.0,1.16,51.0,1,4.0,1.0,5455.0,4.381,0.1,1.006,0.887,15.184,FALSE POSITIVE
0.29957999999999996,0,0,1,25.95247,149.0004,0.4398,12.945,80.8,1.56,946.0,189.06,16.4,1,99.07,1.0,7351.0,4.17,-0.06,1.679,1.517,13.357,FALSE POSITIVE
0.001,0,1,0,4.34573349,134.40693,0.512,2.246,73.5,0.86,1151.0,415.52,9.7,1,246.0,1.0,5967.0,4.43,-0.28,0.976,0.936,13.864,FALSE POSITIVE
0.8962400000000001,0,0,0,288.285213,325.0419,0.0503,5.343,378.1,2.2,312.0,2.25,11.5,1,217.03,1.0,6171.0,4.337,-0.2,1.127,1.004,12.369,FALSE POSITIVE
0.0966525,0,0,0,491.08027,202.7762,0.4169,7.42,335.6,1.86,241.0,0.79,7.9,1,3.0,1.0,5931.0,4.396,-0.32,0.997,0.904,14.427,FALSE POSITIVE
0.0,1,0,0,3.350209754,131.838052,9.666,4.43333,28325.0,1447.13,1656.0,1777.46,671.1,1,401.0,1.0,6657.0,4.181,-0.24,1.501,1.255,11.494,FALSE POSITIVE
0.10959000000000002,0,0,0,628.592314,270.9081,0.8176,3.603,393.7,6.99,323.0,2.57,7.6,1,126.97,1.0,5058.0,3.497,-0.2,3.117,1.114,12.275,FALSE POSITIVE
0.21753999999999998,0,0,0,471.37787,365.397,0.0666,16.91,102.9,1.31,267.0,1.2,12.2,1,44.16,1.0,5831.0,4.236,0.18,1.305,1.071,11.985,FALSE POSITIVE
0.9361000000000003,0,0,0,425.22927,268.3096,0.1812,6.76,829.0,1.4,125.0,0.06,6.4,1,319.275,1.0,3803.0,4.755,-0.2,0.492,0.502,15.973,FALSE POSITIVE
0.0,0,1,1,5.24331899,132.7859,0.778,11.137,106.8,0.83,875.0,138.45,20.1,1,266.0,1.0,5430.0,4.613,-0.36,0.735,0.823,15.196,FALSE POSITIVE
0.958,0,0,0,47.0320478,175.473,0.161,5.892,367.8,1.98,492.0,13.83,13.7,1,22.0,1.0,5370.0,4.337,0.18,1.055,0.881,14.904,CONFIRMED
0.0,1,1,0,10.31453308,132.53723,1.276,3.6641,2004.1,29.6,885.0,144.83,71.6,1,87.0,1.0,6335.0,4.455,-1.92,0.837,0.728,15.295,FALSE POSITIVE
0.001,0,1,0,15.52861675,145.70184,0.113,2.131,500.0,1.96,685.0,51.98,17.3,1,85.0,1.0,5750.0,4.538,-0.04,0.882,0.98,15.598,FALSE POSITIVE
0.0,1,0,0,53.50186097,132.211255,0.431,5.25334,456780.0,55.23,409.0,6.63,1363.9,1,0.0,1.0,5436.0,4.587,-0.38,0.748,0.79,15.929,FALSE POSITIVE
0.0,0,0,0,10.69223009,139.953907,0.528,5.46939,376650.0,65.42,836.0,115.48,2402.0,1,0.0,1.0,6022.0,4.49,-0.2,0.941,0.997,15.507,FALSE POSITIVE
0.0,0,1,0,1.60375114,132.16816,0.54,1.498,51.0,0.82,1688.0,1918.63,9.4,1,826.0,1.0,5818.0,4.292,-0.24,1.116,0.891,13.261,FALSE POSITIVE
0.134,0,1,0,15.7397651,132.7942,0.077,3.297,287.7,1.18,536.0,19.54,11.2,1,75.0,1.0,4733.0,4.569,-0.06,0.723,0.706,15.281,FALSE POSITIVE
0.0,1,0,0,73.3377984,136.58646,0.978,9.029,114900.0,73.06,601.0,30.85,155.5,1,15.0,1.0,7276.0,4.318,-0.24,1.321,1.342,13.559,FALSE POSITIVE
0.0,0,0,0,282.159571,259.9132,0.5987,5.069,196.3,3.09,443.0,9.13,14.2,1,910.44,1.0,6677.0,3.92,-0.22,2.108,1.351,10.826,FALSE POSITIVE
0.0,1,0,0,6.58729511,133.3652,0.723,8.3582,127960.0,58.09,1152.0,416.15,304.2,1,12.0,1.0,5619.0,4.07,-0.32,1.406,0.848,14.035,FALSE POSITIVE
0.5717,0,1,0,459.23193,192.7716,0.8765,17.722,418.7,2.64,265.0,1.17,19.5,1,302.61,1.0,6067.0,4.307,-0.38,1.116,0.922,13.469,FALSE POSITIVE
0.0,1,1,1,25.9493253,155.024,0.655,12.17,354.5,1.04,409.0,6.62,13.1,1,40.0,1.0,4835.0,4.758,-1.32,0.526,0.578,15.742,FALSE POSITIVE
0.08973,0,1,0,212.76701,167.485,0.3531,12.8,74.3,1.08,354.0,3.71,6.8,1,45.58,1.0,6098.0,4.286,0.04,1.245,1.09,12.045,FALSE POSITIVE
0.7985500000000002,0,0,0,386.62189,319.129,0.1616,17.72,193.2,1.44,267.0,1.21,12.3,1,134.31,1.0,6085.0,4.412,-0.18,1.033,1.006,13.262,FALSE POSITIVE
0.175,0,0,0,84.644104,132.5301,0.178,48.182,512.0,34.61,1254.0,584.49,33.5,1,13.0,1.0,5229.0,2.486,-0.5,15.517,2.688,15.359,FALSE POSITIVE
0.6495399999999999,0,0,0,575.95408,188.4547,0.0868,8.618,1210.0,2.92,194.0,0.33,11.4,1,228.5,1.0,5398.0,4.508,-0.04,0.854,0.857,15.843,FALSE POSITIVE
0.6404500000000002,0,0,0,117.844963,229.8693,0.4594,1.951,1043.0,2.52,308.0,2.13,6.6,1,217.37,1.0,5317.0,4.595,-0.14,0.769,0.859,15.844,FALSE POSITIVE
0.0,0,1,1,24.614775,142.51094,0.089,2.395,229.4,1.28,574.0,25.69,10.5,1,54.0,1.0,5654.0,4.536,-0.16,0.849,0.904,14.346,FALSE POSITIVE
0.0,1,0,0,1.21374744,131.7423095,0.831,5.79293,185130.0,96.19,2441.0,8380.25,8755.2,1,1110.0,1.0,6791.0,4.137,-0.24,1.619,1.32,10.811,FALSE POSITIVE
0.5435399999999997,0,0,0,372.30881,379.1454,0.1243,3.874,535.2,2.09,249.0,0.91,14.9,1,310.03,1.0,5966.0,4.519,-0.2,0.904,0.987,14.866,FALSE POSITIVE
0.39928999999999987,0,0,0,454.244158,494.92901,0.0033,3.399,241.0,2.93,356.0,3.8,9.9,1,323.24,1.0,6446.0,3.935,-0.52,1.874,1.103,12.055,FALSE POSITIVE
0.8244099999999999,0,0,0,112.48226,177.56967,0.5181,1.923,195.7,1.37,386.0,5.23,5.2,1,353.76,1.0,6089.0,4.495,-0.18,0.95,1.031,13.725,FALSE POSITIVE
0.6967249999999992,0,0,0,229.948531,339.4719,0.35,1.813,154.2,1.09,301.0,1.93,6.1,1,158.53,1.0,6225.0,4.537,-0.62,0.861,0.931,13.119,FALSE POSITIVE
0.0,1,0,0,2.41172358,133.8617,1.281,2.6311,3364.7,50.53,1706.0,1997.33,108.6,1,40.0,1.0,6363.0,4.22,-0.24,1.332,1.072,14.777,FALSE POSITIVE
0.0,1,0,0,209.0629928,300.828345,0.823,10.0389,250910.0,72.26,329.0,2.77,3295.6,1,7.0,1.0,6130.0,4.42,-0.2,1.024,1.005,14.174,FALSE POSITIVE
0.0,1,0,0,70.33587975,198.9473258,1.04,4.65625,24418.0,29.56,455.0,10.1,2148.6,1,19.0,1.0,6081.0,4.478,-0.18,0.966,1.022,11.701,FALSE POSITIVE
0.6347399999999999,0,0,0,591.37382,333.48076,0.1609,4.35,245.0,2.2,289.0,1.65,10.7,1,183.3,1.0,6609.0,4.183,-0.48,1.391,1.076,12.913,FALSE POSITIVE
0.3399600000000001,0,0,0,559.28332,228.2959,0.3058,4.245,1360.0,2.54,150.0,0.12,6.7,1,394.45,1.0,4386.0,4.586,0.26,0.709,0.708,15.669,FALSE POSITIVE
0.19114666666666666,0,0,0,136.355967,157.0974,0.6066,3.17,165.1,1.42,380.0,4.93,6.3,1,265.99,1.0,6077.0,4.408,-0.06,1.058,1.042,14.254,FALSE POSITIVE
0.049240000000000006,0,0,0,532.9307,285.017,0.4579,3.89,181.4,4.68,498.0,14.53,5.3,1,561.89,1.0,7872.0,3.698,-0.04,3.373,2.068,13.103,FALSE POSITIVE
0.3462700000000001,0,0,0,171.69799,221.34517,0.2266,2.904,878.0,39.78,878.0,140.73,7.7,1,750.56,1.0,5033.0,2.645,0.07,13.679,3.01,13.318,FALSE POSITIVE
0.22152999999999998,0,0,0,444.89411,240.274,0.2991,7.937,363.0,4.7,386.0,5.25,13.2,1,373.26,1.0,6195.0,3.753,-0.42,2.439,1.23,13.037,FALSE POSITIVE
0.4513000000000001,0,0,0,229.86928,265.1432,0.049,12.91,1659.0,9.57,466.0,11.15,10.6,1,279.46,1.0,6065.0,3.763,-0.46,2.344,1.162,13.868,FALSE POSITIVE
0.0,1,1,1,5.14108479,134.9699,1.225,25.93,611.2,25.74,1038.0,274.55,57.0,1,172.0,1.0,5893.0,4.505,0.0,0.941,1.033,15.525,FALSE POSITIVE
0.5058399999999998,0,1,0,40.1043796,158.8392,0.2029,3.471,187.3,1.5,591.0,28.85,9.2,1,31.0,1.0,6174.0,4.374,-0.16,1.089,1.02,14.255,FALSE POSITIVE
0.0,1,0,0,30.1146815,158.5292451,1.046,5.68713,87057.0,56.45,639.0,39.44,2858.1,1,44.0,1.0,6273.0,4.442,-0.14,1.044,1.099,14.482,FALSE POSITIVE
0.0,1,0,0,36.1826854,144.69811,1.267,4.2546,9471.7,56.41,635.0,38.4,124.1,1,7.0,1.0,5696.0,4.151,-0.16,1.321,0.901,14.824,FALSE POSITIVE
0.0,1,0,0,472.2265706,363.713605,0.876,4.8732,156140.0,48.18,217.0,0.52,584.6,1,3.0,1.0,5763.0,4.557,-0.2,0.842,0.937,15.911,FALSE POSITIVE
0.0,1,1,1,1.507099289,132.09341,1.265,4.8361,1282.0,26.56,1448.0,1037.46,142.7,1,872.0,1.0,5762.0,4.576,-0.36,0.801,0.892,15.542,FALSE POSITIVE
0.6899199999999999,0,0,0,253.652263,230.25666,20.7849,3.85,26456.0,1169.79,159.0,0.15,59.9,1,286.93,1.0,3960.0,4.721,-0.2,0.537,0.553,15.921,FALSE POSITIVE
0.7968599999999999,0,0,0,485.57785,327.5177,0.5739,6.67,853.0,2.18,187.0,0.29,5.6,1,254.45,1.0,5255.0,4.616,-0.28,0.727,0.8,15.857,FALSE POSITIVE
0.8981233333333334,0,0,0,643.4528,204.0423,0.1952,9.346,585.1,2.03,192.0,0.32,10.2,1,353.04,1.0,5649.0,4.553,-0.1,0.845,0.93,14.984,FALSE POSITIVE
0.0,1,1,1,1.061934307,131.72622,1.181,3.211,264.8,18.7,1696.0,1958.71,70.9,1,1261.0,1.0,5853.0,4.544,-0.18,0.868,0.961,14.286,FALSE POSITIVE
0.0,0,1,1,9.5497037,137.5008,0.028,1.881,706.7,1.45,456.0,10.25,12.4,1,29.0,1.0,3705.0,4.683,0.56,0.569,0.57,15.467,FALSE POSITIVE
0.0,1,1,0,77.138911,166.5847,0.981,7.229,603.3,3.39,406.0,6.46,19.0,1,14.0,1.0,5778.0,4.531,0.07,0.911,1.028,14.457,FALSE POSITIVE
0.0,0,1,1,0.536551592,132.02205,1.102,4.89,153.2,12.88,2377.0,7584.36,26.2,1,2503.0,1.0,6140.0,4.455,-0.04,1.027,1.094,15.668,FALSE POSITIVE
0.74673,0,0,0,130.110715,165.4972,0.1883,2.227,251.9,1.32,343.0,3.26,6.4,1,243.38,1.0,5960.0,4.561,-0.44,0.828,0.91,14.241,FALSE POSITIVE
0.31188,0,0,0,242.484764,367.222,0.1785,6.451,361.7,1.58,283.0,1.51,7.6,1,448.94,1.0,6068.0,4.568,-0.5,0.829,0.926,14.96,FALSE POSITIVE
0.4696799999999999,0,0,0,385.593209,393.8276,0.5548,2.799,282.9,2.37,311.0,2.2,5.6,1,375.96,1.0,6205.0,4.194,-0.22,1.358,1.05,13.927,FALSE POSITIVE
0.0,0,1,0,215.737826,330.88376,0.916,7.257,8476.0,8.71,231.0,0.67,36.8,1,3.0,1.0,4889.0,4.574,-0.16,0.724,0.718,15.705,FALSE POSITIVE
0.49821999999999983,0,0,0,507.48249,251.1107,0.7261,8.19,232.1,1.22,189.0,0.3,9.7,1,347.02,1.0,5227.0,4.541,-0.44,0.744,0.701,12.941,FALSE POSITIVE
0.0,0,0,0,30.2111162,160.3175,0.0666,4.202,92.6,4.44,1033.0,269.29,6.5,1,808.79,1.0,5132.0,3.321,-0.06,4.732,1.71,13.514,FALSE POSITIVE
0.0,0,0,0,76.377855,146.3485,0.577,4.809,11004.0,6.28,240.0,0.78,38.6,1,3.0,1.0,3869.0,4.674,0.21,0.584,0.587,16.595,CONFIRMED
0.0,1,0,0,55.24900733,164.9788729,0.785,5.15147,205670.0,60.79,496.0,14.25,3452.5,1,25.0,1.0,6063.0,4.476,0.07,1.012,1.117,14.925,FALSE POSITIVE
0.5455399999999999,0,0,0,22.52907,142.2496,0.3668,1.373,327.1,1.39,532.0,18.89,4.8,1,293.3,1.0,5284.0,4.594,-0.12,0.769,0.855,15.607,FALSE POSITIVE
0.0,0,0,0,66.247851,162.2694,0.2847,4.04,666.0,16.67,925.0,172.74,8.3,1,820.5233333333334,1.0,5214.0,3.109,-0.26,6.519,1.996,13.234,FALSE POSITIVE
0.7606300000000004,0,0,1,370.91308,261.1884,0.3443,17.655,270.3,1.74,266.0,1.18,17.5,1,96.57,1.0,5892.0,4.386,-0.06,1.054,0.985,13.648,FALSE POSITIVE
1.0,1,0,0,7.41505161,133.31055,0.979,2.061,937.0,91.09,2815.0,14853.21,18.3,1,65.0,1.0,4989.0,2.442,0.07,18.266,3.366,13.56,FALSE POSITIVE
0.0,1,0,0,2.742590902,132.6997,0.473,10.4143,680400.0,176.4,1960.0,3487.05,682.9,1,0.0,1.0,7072.0,4.129,-0.16,1.705,1.428,16.267,FALSE POSITIVE
0.42345999999999995,0,0,0,216.453511,299.1452,0.0052,3.321,1137.0,2.91,274.0,1.34,7.5,1,272.31,1.0,5385.0,4.46,-0.12,0.878,0.81,15.638,FALSE POSITIVE
0.0,1,0,0,11.0153889,140.6804,1.287,2.666,3446.0,65.27,1047.0,284.63,31.8,1,6.0,1.0,5515.0,3.899,-0.62,1.678,0.813,14.333,FALSE POSITIVE
0.31925,0,0,0,231.521608,341.06653,0.5303,2.819,478.7,1.96,274.0,1.34,6.1,1,867.93,1.0,5695.0,4.545,-0.02,0.872,0.971,14.821,FALSE POSITIVE
0.036590000000000004,0,0,0,180.890384,162.9617,0.3417,1.901,205.3,2.47,480.0,12.58,5.8,1,500.39366666666666,1.0,7037.0,4.136,-0.16,1.683,1.417,13.61,FALSE POSITIVE
0.6361499999999995,0,0,0,60.0546149,181.8867,0.3355,3.435,326.1,5.24,694.0,54.88,11.8,1,152.87,1.0,5242.0,3.606,-0.28,2.917,1.253,13.571,FALSE POSITIVE
0.0,1,0,0,2.037453129,131.5522356,0.611,5.43155,315910.0,136.3,2220.0,5752.74,6944.9,1,0.0,1.0,6456.0,3.906,-0.28,2.056,1.244,12.22,FALSE POSITIVE
0.0,1,0,0,35.164087,147.7597,1.227,86.05,1528.9,62.03,756.0,77.33,38.3,1,32.0,1.0,5485.0,3.82,-0.26,2.087,1.049,13.945,FALSE POSITIVE
0.0,1,1,0,0.533000886,131.735703,1.271,1.54684,4398.5,40.94,2429.0,8170.3,327.4,1,1257.0,1.0,5934.0,4.331,-0.36,1.064,0.885,15.042,FALSE POSITIVE
0.71449,0,0,0,99.97889,186.4888,0.3044,8.76,117.9,1.84,463.0,10.84,5.7,1,193.67,1.0,5229.0,3.985,0.42,1.725,1.048,13.255,FALSE POSITIVE
0.5763700000000002,0,0,1,374.71687,505.6954,0.985,52.986,1126.2,5.56,259.0,1.06,62.2,1,257.61,1.0,5768.0,4.375,-0.22,1.009,0.881,14.012,FALSE POSITIVE
0.6779100000000002,0,0,0,42.070868,161.03377,0.2878,1.293,386.2,1.82,469.0,11.43,5.7,1,240.42216666666667,1.0,5197.0,4.422,0.22,0.938,0.847,14.887,FALSE POSITIVE
0.41976000000000013,0,0,0,401.73243,393.61848,0.0839,1.535,366.4,2.88,307.0,2.09,5.8,1,390.12,1.0,5938.0,4.12,0.04,1.504,1.086,13.458,FALSE POSITIVE
0.5825699999999998,0,0,0,428.1186,243.23,0.1377,6.56,443.8,2.18,260.0,1.09,7.3,1,134.58,1.0,6225.0,4.45,-0.12,1.031,1.091,15.26,FALSE POSITIVE
5e-05,0,0,0,37.3683802,135.1439,0.8375,2.8,206.6,10.58,1075.0,315.59,8.8,1,330.96,1.0,5101.0,3.15,0.1,6.422,2.123,12.362,FALSE POSITIVE
0.5910500000000005,0,0,0,615.81928,261.7343,0.1794,14.93,168.0,1.24,221.0,0.56,11.0,1,275.53,1.0,6120.0,4.489,-0.22,0.955,1.024,13.027,FALSE POSITIVE
0.041,1,0,0,0.512581525,131.781117,0.505,2.54719,384480.0,42.41,1541.0,1339.86,1583.7,1,2611.0,1.0,4612.0,4.648,-0.6,0.604,0.591,14.884,FALSE POSITIVE
0.0,0,0,0,1.42796645,132.604851,1.305,12.8653,6012.3,39.76,1637.0,1700.47,347.6,1,750.0,1.0,6099.0,4.511,-0.28,0.919,1.0,13.731,FALSE POSITIVE
0.0,1,0,0,28.29720723,137.2347229,1.227,3.94247,23193.0,54.15,713.0,60.99,2360.6,1,49.0,1.0,6327.0,4.277,-0.64,1.151,0.914,12.796,FALSE POSITIVE
4e-05,0,0,0,412.227551,380.0972,0.1894,4.303,819.5,21.53,529.0,18.57,9.0,1,251.07049999999998,1.0,5079.0,2.977,-0.14,7.684,2.042,13.926,FALSE POSITIVE
0.5758699999999998,0,0,0,586.63177,227.5013,0.0345,7.299,199.9,1.18,189.0,0.3,8.4,1,250.13,1.0,5228.0,4.471,-0.06,0.854,0.787,13.416,FALSE POSITIVE
0.17003000000000001,0,0,0,364.95068,183.717,0.9571,0.636,824.0,3.69,241.0,0.8,5.8,1,1111.99,1.0,5574.0,4.438,-0.36,0.884,0.782,12.975,FALSE POSITIVE
0.010179999999999998,0,0,0,438.00974,358.2924,0.8575,11.46,79.2,0.73,197.0,0.36,8.6,1,891.45,1.0,5260.0,4.56,-0.58,0.717,0.68,11.504,FALSE POSITIVE
0.0,1,0,0,3.479508244,133.389072,1.252,3.9097,3000.4,444.46,3167.0,23775.98,195.7,1,386.0,1.0,4630.0,2.437,-0.06,12.623,1.588,10.565,FALSE POSITIVE
0.5997100000000001,0,0,0,406.29695,404.6352,0.4038,5.32,136.5,1.85,315.0,2.31,10.7,1,164.37,1.0,6031.0,4.103,0.06,1.566,1.132,12.011,FALSE POSITIVE
0.0,0,0,1,3.34465934,134.7267,0.005,10.796,57.6,1.17,1559.0,1396.11,24.3,1,414.0,1.0,5966.0,4.069,-0.16,1.551,1.028,13.596,FALSE POSITIVE
0.38304999999999995,0,0,0,513.14417,359.6183,0.5818,14.13,223.8,1.3,208.0,0.45,7.9,1,336.09,1.0,5709.0,4.557,-0.18,0.837,0.92,14.334,FALSE POSITIVE
0.54045,0,1,0,13.0366377,138.22895,0.7039,3.184,154.6,2.23,1047.0,283.97,15.4,1,84.0,1.0,6084.0,4.009,-0.28,1.677,1.046,13.543,FALSE POSITIVE
