koi_score,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_disposition
0.0,0,1,1,5.0825188,132.95792,0.522,3.328,105.0,0.88,968.0,207.45,17.1,1,262.0,1.0,5706.0,4.561,-0.18,0.834,0.93,14.445,FALSE POSITIVE
0.997,0,0,0,9.11500269,133.97523,0.675,4.558,268.3,1.78,906.0,159.34,21.7,1,147.0,1.0,5962.0,4.431,0.0,1.028,1.039,14.63,CONFIRMED
0.0,0,1,1,8.48031942,135.85217,0.918,7.297,1426.7,4.54,918.0,168.01,92.8,1,128.0,1.0,5951.0,4.439,-0.14,0.991,0.983,15.262,FALSE POSITIVE
1.0,0,0,0,13.7223682,137.84083,0.009,5.1231,571.1,2.23,746.0,73.16,97.9,2,97.0,1.0,5637.0,4.399,-0.3,0.943,0.813,13.749,CONFIRMED
0.0,1,1,0,3.582076914,355.515064,0.966,4.4228,1534.4,5.33,1265.0,604.27,138.4,1,312.0,1.0,6109.0,4.422,-0.36,0.993,0.95,15.193,FALSE POSITIVE
1.0,0,0,0,15.43400996,363.29494,0.707,4.2572,1785.9,4.3,721.0,63.79,59.7,1,58.0,1.0,5900.0,4.509,0.07,0.951,1.065,15.703,CONFIRMED
0.0,0,1,1,1.780984316,177.8249,0.782,2.173,590.9,2.33,1397.0,899.03,46.0,1,731.0,1.0,5730.0,4.545,-0.06,0.87,0.968,15.516,FALSE POSITIVE
0.993,0,0,0,7.63846084,138.24557,0.405,3.957,71.7,1.12,1089.0,333.3,16.6,2,167.0,2.0,6119.0,4.274,0.1,1.299,1.157,13.47,CONFIRMED
0.956,0,0,0,70.6981724,188.56795,0.026,6.632,357.7,1.63,417.0,7.11,37.7,1,18.0,1.0,5811.0,4.536,-0.2,0.866,0.94,13.046,CONFIRMED
1.0,0,0,0,3.74443645,133.55997,0.169,2.9191,73.3,1.1,1328.0,736.89,25.4,1,359.0,1.0,5876.0,4.269,0.24,1.293,1.132,12.71,CONFIRMED
0.0,1,0,0,10.5815819,183.008458,0.202,6.66929,112640.0,53.19,1098.0,342.98,1241.4,1,100.0,1.0,6168.0,4.074,-0.24,1.567,1.061,13.936,FALSE POSITIVE
0.488,1,0,0,2.819453322,133.870141,0.532,4.4127,71867.0,29.8,1357.0,803.4,202.0,1,480.0,1.0,5767.0,4.33,-0.16,1.074,0.9,14.569,FALSE POSITIVE
0.903,0,0,0,2.35574505,177.88824,0.5,1.796,266.9,1.34,1093.0,338.4,17.0,3,421.0,2.0,4915.0,4.512,0.16,0.812,0.781,15.674,CONFIRMED
1.0,0,0,0,19.65639342,140.29937,0.955,3.226,843.2,2.83,549.0,21.5,25.5,1,55.0,1.0,5288.0,4.613,-0.24,0.74,0.828,15.372,CONFIRMED
0.0,1,0,0,62.81584402,151.47691,1.31,2.6901,1688.4,57.62,582.0,27.14,54.6,1,23.0,1.0,6340.0,4.23,0.48,1.492,1.379,12.849,FALSE POSITIVE
0.365,0,0,0,70.468171,189.15822,0.031,6.653,922.4,3.46,511.0,16.17,45.0,1,18.0,1.0,6461.0,4.396,-0.14,1.131,1.162,14.811,CONFIRMED
1.0,0,0,0,3.93246069,132.55435,0.416,2.1763,455.5,1.65,894.0,151.31,30.6,1,347.0,1.0,4841.0,4.533,0.1,0.779,0.756,15.32,CONFIRMED
1.0,0,0,0,0.921030497,132.03171,0.025,2.6077,101.5,1.62,2362.0,7380.64,27.0,1,1457.0,1.0,5843.0,4.069,0.14,1.615,1.115,14.542,CONFIRMED
1.0,0,0,0,5.960400011,137.265171,0.8,2.8617,828.3,2.85,890.0,148.26,126.1,2,104.0,1.0,5418.0,4.534,0.28,0.886,0.978,12.557,CONFIRMED
0.936,0,0,0,85.3514875,161.007608,0.052,6.7504,4674.7,6.31,390.0,5.44,142.8,1,17.0,1.0,5584.0,4.478,0.14,0.938,0.966,15.061,CONFIRMED
0.985,0,0,0,69.72646639,196.093243,0.019,3.7177,4491.2,11.65,613.0,33.3,300.7,1,20.0,1.0,6430.0,4.107,0.2,1.731,1.398,13.005,CONFIRMED
1.0,0,0,0,1.609321941,178.94178,0.016,1.6067,728.5,1.57,958.0,199.28,35.3,3,751.0,1.0,4224.0,4.662,-0.2,0.603,0.609,15.937,CONFIRMED
0.975,0,0,0,9.51220046,185.47893,0.133,2.9497,1169.4,1.99,530.0,18.66,31.9,3,121.0,2.0,4224.0,4.662,-0.2,0.603,0.609,15.937,CONFIRMED
0.987,0,0,0,4.72941177,132.93871,0.236,2.234,434.3,1.22,669.0,47.3,14.6,3,236.0,3.0,4224.0,4.662,-0.2,0.603,0.609,15.937,CONFIRMED
0.913,0,0,0,4.887803076,124.8130808,0.054,2.36255,4315.8,4.82,800.0,96.67,862.3,1,215.0,1.0,4778.0,4.591,0.32,0.763,0.83,9.174,CONFIRMED
0.761,0,0,0,4.437962934,171.0091259,0.069,4.69813,16388.0,18.05,1338.0,757.65,3535.6,1,238.0,1.0,5953.0,4.175,0.08,1.415,1.093,13.438,CONFIRMED
0.999,0,0,0,20.74028645,142.80003,0.431,10.3939,1023.3,4.24,798.0,95.68,155.3,2,52.0,1.0,6226.0,4.264,0.0,1.299,1.129,13.955,CONFIRMED
0.0,1,0,0,1.207852845,178.2142,1.113,3.5802,49720.0,38.59,1539.0,1331.31,205.9,1,1083.0,1.0,5601.0,4.533,-0.44,0.797,0.791,15.559,FALSE POSITIVE
0.759,1,0,0,2.379282197,133.651365,0.003,3.1729,48434.0,25.74,1571.0,1442.19,538.0,2,450.0,1.0,6392.0,4.399,0.07,1.162,1.232,15.189,FALSE POSITIVE
0.0,0,1,0,26.0692512,143.12549,1.206,7.487,831.5,23.61,591.0,28.85,59.7,1,51.0,1.0,5585.0,4.409,-0.38,0.91,0.773,14.106,FALSE POSITIVE
0.964,0,0,0,9.69501146,182.45413,0.293,2.75,515.2,2.08,833.0,114.06,18.3,2,106.0,1.0,5896.0,4.516,-0.1,0.914,1.0,15.809,CONFIRMED
1.0,0,0,0,15.3825394,139.07648,0.015,3.815,550.5,2.14,714.0,61.61,18.4,2,65.0,2.0,5896.0,4.516,-0.1,0.914,1.0,15.809,CONFIRMED
0.0,0,1,0,1.818939148,133.12299,0.56,1.644,331.2,1.82,1549.0,1364.15,39.3,1,728.0,1.0,6153.0,4.487,-0.22,0.962,1.036,15.134,FALSE POSITIVE
1.0,0,0,0,40.1097817,142.08227,0.016,5.2096,732.0,3.11,556.0,22.65,40.3,1,34.0,1.0,5509.0,4.265,0.14,1.169,0.918,14.904,CONFIRMED
0.959,0,0,0,2.46106962,133.32138,0.575,2.184,84.2,0.84,1195.0,483.09,18.0,2,242.0,2.0,5418.0,4.534,0.28,0.886,0.978,12.557,CONFIRMED
1.0,1,0,0,3.403743926,137.232574,1.075,1.5017,815.9,10.77,1101.0,346.98,59.5,1,393.0,1.0,5596.0,4.533,-0.1,0.853,0.906,14.98,FALSE POSITIVE
1.0,0,0,0,8.03753796,139.3582,0.821,2.9118,286.5,1.54,744.0,72.44,31.1,1,168.0,1.0,5044.0,4.511,-0.02,0.804,0.764,14.471,CONFIRMED
0.983,1,0,0,2.43902575,133.58474,0.483,1.1598,82.5,2.61,2307.0,6700.04,20.5,1,551.0,1.0,6546.0,3.817,0.56,2.784,1.852,11.041,FALSE POSITIVE
0.999,0,0,0,56.3587987,222.31819,0.906,6.927,2559.6,5.04,419.0,7.29,44.4,1,22.0,1.0,5446.0,4.525,-0.2,0.821,0.824,15.792,CONFIRMED
0.693,0,0,0,242.467406,150.85827,0.173,12.808,340.3,1.73,286.0,1.59,23.2,2,6.0,2.0,5637.0,4.399,-0.3,0.943,0.813,13.749,CONFIRMED
0.961,0,0,0,76.13622222,199.476237,0.044,7.9393,2949.5,4.78,399.0,6.01,339.4,1,16.0,1.0,5591.0,4.494,-0.06,0.892,0.904,12.45,CONFIRMED
0.0,0,1,0,4.9883872,358.2335,0.939,9.142,638.2,2.59,990.0,227.27,52.9,1,174.0,1.0,5819.0,4.565,-0.32,0.823,0.91,15.752,FALSE POSITIVE
0.0,1,0,0,2.586878667,133.817008,0.651,6.1614,25480.0,19.84,1666.0,1823.52,261.3,1,520.0,1.0,6812.0,4.343,-0.54,1.172,1.103,12.897,FALSE POSITIVE
0.186,1,0,0,3.964333304,136.029542,0.094,4.7136,25886.0,37.09,1680.0,1881.78,408.5,1,338.0,1.0,5758.0,3.808,-0.06,2.318,1.258,14.985,FALSE POSITIVE
0.0,1,0,0,1.525924389,355.479571,1.217,3.15998,24627.0,49.86,1722.0,2072.8,423.9,1,567.0,1.0,6203.0,4.427,-0.06,1.06,1.091,15.063,FALSE POSITIVE
0.926,1,0,0,5.910371418,360.2852478,0.065,3.88962,17219.0,12.62,1053.0,290.83,990.3,2,144.0,1.0,6200.0,4.488,-0.28,0.958,1.029,15.169,FALSE POSITIVE
1.0,0,0,0,5.92365747,134.68361,0.045,2.6302,406.5,0.99,531.0,18.87,26.4,2,178.0,1.0,3883.0,4.762,-0.28,0.496,0.518,15.157,CONFIRMED
0.738,0,0,0,105.3582299,138.68069,0.75,3.81,1210.2,1.87,204.0,0.41,22.6,2,11.0,2.0,3883.0,4.762,-0.28,0.496,0.518,15.157,CONFIRMED
0.998,0,0,0,3.24325988,133.6690203,0.117,3.03318,16451.0,12.91,1243.0,563.17,1586.2,1,413.0,1.0,5823.0,4.438,0.1,1.013,1.027,14.952,CONFIRMED
0.986,0,0,0,56.4758069,143.81128,0.862,5.961,1091.8,3.22,417.0,7.14,70.0,3,24.0,1.0,5497.0,4.57,0.07,0.839,0.952,14.279,CONFIRMED
1.0,0,0,0,92.8747294,145.93535,0.917,7.474,658.8,2.64,353.0,3.68,37.9,3,16.0,2.0,5497.0,4.57,0.07,0.839,0.952,14.279,CONFIRMED
0.999,0,0,0,1.538180949,131.822823,0.932,1.2635,841.0,1.0,602.0,30.85,47.7,1,852.0,1.0,3364.0,4.978,-0.06,0.274,0.26,15.722,CONFIRMED
1.0,0,0,0,10.4188915,137.74971,0.856,3.0069,670.0,3.17,855.0,126.48,42.1,1,128.0,1.0,5692.0,4.36,0.04,1.064,0.946,14.86,CONFIRMED
1.0,0,0,0,20.4998763,131.82068,0.943,6.501,437.8,2.8,731.0,67.67,21.1,1,67.0,1.0,6249.0,4.428,-0.04,1.076,1.13,15.442,CONFIRMED
1.0,0,0,0,1.921437488,131.806204,0.919,1.9046,278.7,1.77,1276.0,626.79,56.7,1,697.0,1.0,5238.0,4.472,-0.08,0.851,0.784,14.131,CONFIRMED
0.998,0,0,0,96.109323,187.699,0.948,9.877,982.3,4.01,409.0,6.59,28.7,2,14.0,1.0,5792.0,4.375,-0.26,1.005,0.875,15.321,CONFIRMED
1.0,0,0,0,20.38174802,142.31499,0.295,3.7922,1597.1,3.16,528.0,18.36,46.8,2,67.0,1.0,4883.0,4.515,0.18,0.808,0.779,15.887,CONFIRMED
1.0,0,0,0,5.101375725,357.48217,0.027,2.595,894.6,2.84,1050.0,287.28,55.1,1,220.0,1.0,5869.0,4.479,-0.04,0.954,1.001,15.455,CONFIRMED
0.0,1,1,1,17.7940049,365.34666,3.72,4.091,879.4,312.48,762.0,79.54,27.7,1,65.0,1.0,6273.0,4.442,-0.14,1.044,1.099,15.378,FALSE POSITIVE
0.133,0,1,0,3.47021401,356.09943,0.076,2.289,1105.2,2.4,933.0,179.02,8.3,1,323.0,1.0,4922.0,4.555,-0.12,0.744,0.726,15.305,FALSE POSITIVE
0.0,1,0,0,2.139325409,135.062261,1.019,2.8056,6897.8,11.61,1007.0,243.34,164.4,1,625.0,1.0,4765.0,4.642,-0.24,0.666,0.717,14.708,FALSE POSITIVE
0.0,0,0,0,572.376632,306.51006,0.712,24.42,1743.4,5.8,264.0,1.15,78.6,2,4.0,2.0,6226.0,4.264,0.0,1.299,1.129,13.955,CONFIRMED
0.0,1,1,0,2.233799622,134.720709,1.249,3.04,2658.5,28.63,1287.0,650.73,228.9,1,597.0,1.0,5741.0,4.555,-0.16,0.846,0.938,15.195,FALSE POSITIVE
0.0,1,1,0,31.13862664,415.9492,0.889,5.2482,11427.0,12.88,582.0,27.22,163.7,1,36.0,1.0,5919.0,4.485,0.21,1.0,1.114,15.821,FALSE POSITIVE
1.0,0,0,0,13.93068791,134.42851,0.912,2.312,186.5,1.4,665.0,46.19,14.9,3,93.0,3.0,5497.0,4.57,0.07,0.839,0.952,14.279,CONFIRMED
0.9,0,0,0,20.4074846,140.1821,0.986,8.839,363.4,2.9,660.0,44.8,24.5,2,69.0,1.0,5823.0,4.472,0.06,0.972,1.02,14.802,CONFIRMED
0.0,1,1,0,12.36564669,140.92029,1.22,3.644,388.4,24.89,804.0,98.51,22.8,1,105.0,1.0,6075.0,4.495,-0.16,0.952,1.033,14.59,FALSE POSITIVE
0.999,0,0,0,10.35078415,133.71163,0.79,6.253,273.1,1.97,842.0,119.01,36.5,2,131.0,1.0,5534.0,4.338,0.14,1.08,0.926,14.659,CONFIRMED
0.838,0,0,0,62.9224936,151.6882,0.928,11.64,417.8,2.75,462.0,10.73,28.7,2,19.0,2.0,5534.0,4.338,0.14,1.08,0.926,14.659,CONFIRMED
0.0,0,0,0,38.6520796,164.04455,0.038,5.607,566.5,2.07,487.0,13.28,24.8,4,24.0,4.0,5422.0,4.484,0.02,0.887,0.874,14.991,CONFIRMED
0.997,0,0,0,14.20442616,142.7332,0.011,3.898,800.6,1.9,602.0,31.1,26.7,1,49.0,1.0,5350.0,4.647,-0.56,0.678,0.758,15.469,CONFIRMED
0.991,0,0,0,55.673582,136.54906,0.274,3.778,765.1,2.19,384.0,5.16,22.7,1,22.0,1.0,4998.0,4.53,0.14,0.808,0.806,15.061,CONFIRMED
1.0,0,0,0,6.82778157,131.78839,0.336,2.3726,545.8,1.34,577.0,26.31,32.2,2,188.0,2.0,4198.0,4.689,-0.32,0.574,0.587,15.224,CONFIRMED
0.0,1,1,1,0.687895191,133.66492,0.018,2.4233,462.5,1.35,1391.0,888.72,60.9,1,1954.0,1.0,4478.0,4.615,-0.22,0.651,0.637,15.657,FALSE POSITIVE
1.0,0,0,0,127.2824442,163.89,0.827,7.1545,8088.6,12.04,392.0,5.61,148.1,2,11.0,1.0,5733.0,4.281,0.06,1.183,0.974,15.505,CONFIRMED
1.0,0,0,0,10.06083238,138.96723,0.672,4.5718,460.2,2.58,899.0,154.16,86.4,1,130.0,1.0,5705.0,4.297,0.0,1.14,0.939,13.844,CONFIRMED
1.0,0,0,0,30.1837021,146.64675,0.011,5.879,974.9,3.65,634.0,38.2,37.9,2,41.0,2.0,5733.0,4.281,0.06,1.183,0.974,15.505,CONFIRMED
0.0,0,1,1,2.92928244,133.72275,1.14,6.794,268.6,38.42,2112.0,4706.45,39.2,1,459.0,1.0,6634.0,3.831,-0.5,2.251,1.253,12.674,FALSE POSITIVE
0.331,0,0,0,52.75878505,156.306351,0.344,6.6517,5805.8,8.76,540.0,20.08,265.4,1,26.0,1.0,6228.0,4.413,0.21,1.137,1.221,15.182,CONFIRMED
0.0,1,1,1,1.332564478,354.58908,1.248,6.0325,1071.5,27.04,1618.0,1627.5,119.6,1,849.0,1.0,5995.0,4.536,-0.3,0.878,0.964,15.866,FALSE POSITIVE
0.0,1,1,1,41.0772969,379.12848,0.03,5.525,1216.8,3.25,523.0,17.74,28.8,1,28.0,1.0,5665.0,4.381,-0.44,0.938,0.773,14.907,FALSE POSITIVE
0.0,1,0,0,135.9121619,277.33,1.256,5.628,10188.0,40.18,370.0,4.41,99.5,1,8.0,1.0,6141.0,4.468,-0.3,0.959,0.982,15.535,FALSE POSITIVE
1.0,0,0,0,42.4729078,146.28712,0.361,7.253,334.0,2.03,539.0,19.93,22.8,4,30.0,3.0,5616.0,4.327,0.14,1.111,0.957,14.601,CONFIRMED
0.998,0,0,0,15.17026921,132.6655,0.917,4.3311,224.8,2.47,905.0,158.23,45.4,4,90.0,1.0,6297.0,4.26,0.14,1.369,1.247,13.147,CONFIRMED
0.603,0,0,0,39.4576228,136.47398,0.967,9.557,244.8,2.8,658.0,44.26,41.6,4,33.0,2.0,6297.0,4.26,0.14,1.369,1.247,13.147,CONFIRMED
1.0,0,0,0,17.8159689,134.4832,0.911,3.6765,776.8,3.12,699.0,56.48,22.5,1,75.0,1.0,5964.0,4.484,-0.22,0.933,0.968,15.2,CONFIRMED
1.0,0,0,0,36.5157639,151.28989,0.787,3.6577,861.3,2.55,425.0,7.71,34.7,1,31.0,1.0,4847.0,4.54,0.14,0.781,0.772,14.254,CONFIRMED
1.0,0,0,0,14.07969236,139.96053,0.544,1.375,169.5,2.08,931.0,177.81,26.2,1,94.0,1.0,5821.0,4.097,0.14,1.547,1.092,12.261,CONFIRMED
0.998,0,0,0,16.54081386,133.95274,0.688,2.5996,370.0,1.57,570.0,24.87,32.8,1,80.0,1.0,5064.0,4.572,0.0,0.769,0.806,13.755,CONFIRMED
1.0,0,0,0,3.609313059,133.79024,0.408,1.7752,1375.1,3.26,1092.0,336.16,35.0,2,242.0,1.0,5668.0,4.545,-0.02,0.868,0.963,15.54,CONFIRMED
1.0,0,0,0,1.93155546,131.76708,0.861,1.614,504.9,2.25,1290.0,655.43,8.6,1,552.0,1.0,5461.0,4.552,0.14,0.858,0.957,13.007,CONFIRMED
0.978,0,0,0,8.41100305,133.79856,0.905,2.4553,755.6,1.8,472.0,11.71,27.6,2,162.0,1.0,3757.0,4.718,0.18,0.539,0.552,15.773,CONFIRMED
1.0,0,0,0,13.52252364,142.17932,0.216,3.987,690.6,2.11,652.0,42.82,22.4,1,77.0,1.0,5338.0,4.557,0.0,0.816,0.875,13.895,CONFIRMED
0.987,0,0,0,134.2520474,182.70534,0.001,9.0636,832.1,3.43,393.0,5.63,57.2,1,9.0,1.0,5818.0,4.276,0.02,1.2,0.991,13.35,CONFIRMED
0.999,0,0,0,3.268695042,137.4817205,0.065,3.45188,10091.0,16.91,1597.0,1539.0,1429.9,2,413.0,1.0,5927.0,4.046,0.14,1.691,1.161,14.879,CONFIRMED
1.0,0,0,0,99.7468804,208.39688,0.828,6.804,1287.0,3.94,391.0,5.55,45.6,1,11.0,1.0,5620.0,4.363,-0.32,0.974,0.797,14.422,CONFIRMED
0.0,1,0,0,22.84156293,138.632,1.267,2.5997,2940.7,30.0,557.0,22.78,47.6,2,57.0,1.0,5381.0,4.538,-0.06,0.826,0.858,15.911,FALSE POSITIVE
0.998,0,0,0,11.720124,142.173999,0.623,3.0039,9763.3,7.94,660.0,44.89,707.3,1,111.0,1.0,5215.0,4.564,-0.16,0.77,0.792,14.518,CONFIRMED
1.0,0,0,0,4.33643506,133.85442,0.641,4.1445,108.5,1.75,1453.0,1054.56,48.0,1,312.0,1.0,6180.0,4.133,0.12,1.603,1.275,11.704,CONFIRMED
1.0,0,0,0,15.95541913,143.30236,0.314,3.9851,762.6,2.18,573.0,25.54,39.0,2,82.0,1.0,4891.0,4.516,0.16,0.805,0.776,15.261,CONFIRMED
0.99,0,0,0,8.25980352,137.47021,0.161,2.928,298.4,1.35,714.0,61.43,18.3,2,154.0,2.0,4891.0,4.516,0.16,0.805,0.776,15.261,CONFIRMED
1.0,0,0,0,62.5613879,178.40847,0.842,5.907,1372.6,3.54,417.0,7.13,35.0,1,21.0,1.0,5662.0,4.56,-0.12,0.84,0.937,15.5,CONFIRMED
1.0,0,0,0,8.96847034,139.39473,0.558,4.4073,234.3,2.17,1024.0,259.95,38.2,2,145.0,1.0,5808.0,4.185,0.14,1.374,1.054,14.128,CONFIRMED
1.0,0,0,0,1.907810683,131.63784,0.41,1.8707,120.5,0.91,1268.0,609.28,40.9,2,703.0,1.0,5435.0,4.578,0.07,0.824,0.937,12.852,CONFIRMED
0.0,1,0,0,48.11881255,170.8396102,1.079,5.27958,69851.0,45.18,490.0,13.6,2145.1,1,30.0,1.0,6003.0,4.536,-0.34,0.872,0.952,14.474,FALSE POSITIVE
1.0,0,0,0,2.514628496,132.90904,0.247,1.6239,228.4,1.27,1217.0,517.89,33.3,1,526.0,1.0,5662.0,4.56,-0.12,0.84,0.937,14.325,CONFIRMED
1.0,0,0,0,8.025118521,132.469133,0.454,5.3694,3120.4,7.79,1093.0,336.73,373.0,1,169.0,1.0,6002.0,4.196,0.0,1.369,1.073,14.153,CONFIRMED
1.0,0,0,0,5.79529495,136.77974,0.714,2.272,334.3,1.05,534.0,19.23,14.8,2,219.0,2.0,3757.0,4.718,0.18,0.539,0.552,15.773,CONFIRMED
0.979,0,0,0,73.7578875,183.72348,0.714,2.69,1836.9,4.28,375.0,4.66,20.2,3,15.0,1.0,5029.0,4.429,0.48,0.93,0.847,15.213,CONFIRMED
1.0,0,0,0,8.30537702,139.7437,0.489,3.751,365.6,1.69,809.0,101.43,28.5,4,158.0,1.0,5435.0,4.495,-0.02,0.873,0.87,14.779,CONFIRMED
1.0,0,0,0,13.22714056,142.20251,0.013,3.2861,812.0,2.22,638.0,39.1,51.8,2,100.0,1.0,5180.0,4.548,0.0,0.8,0.825,14.443,CONFIRMED
1.0,0,0,0,51.8098276,182.97335,0.273,6.343,1025.4,2.6,410.0,6.71,56.8,4,17.0,1.0,5191.0,4.53,0.08,0.826,0.844,14.122,CONFIRMED
0.95,0,0,0,4.38536428,139.22548,0.335,2.5126,198.5,1.15,935.0,180.22,25.9,4,240.0,2.0,5191.0,4.53,0.08,0.826,0.844,14.122,CONFIRMED
0.85,0,0,0,34.20578508,148.8050925,0.319,5.1691,183.2,1.1,471.0,11.67,11.6,4,27.0,4.0,5191.0,4.53,0.08,0.826,0.844,14.122,CONFIRMED
0.98,0,0,0,13.97945055,142.33829,0.924,1.2325,356.1,1.97,635.0,38.44,17.1,4,71.0,3.0,5191.0,4.53,0.08,0.826,0.844,14.122,CONFIRMED
1.0,0,0,0,3.554856338,131.80398,0.331,2.1004,232.9,1.29,1157.0,425.04,40.8,1,377.0,1.0,6068.0,4.565,-0.5,0.831,0.931,14.053,CONFIRMED
1.0,0,0,0,5.28790754,135.36119,0.474,8.5274,343.9,7.1,1661.0,1802.31,90.6,1,255.0,1.0,4994.0,3.433,0.08,3.818,1.441,13.427,CONFIRMED
1.0,0,0,0,8.45746636,133.87132,0.209,2.2906,1320.3,1.87,540.0,20.08,21.8,3,164.0,1.0,4347.0,4.73,-0.84,0.524,0.537,15.862,CONFIRMED
1.0,0,0,0,17.28116957,136.00718,0.206,2.829,1562.8,2.04,425.0,7.75,20.3,3,81.0,2.0,4347.0,4.73,-0.84,0.524,0.537,15.862,CONFIRMED
0.243,0,0,0,32.1340014,142.27582,0.256,2.691,1262.0,1.84,346.0,3.39,11.8,3,40.0,3.0,4347.0,4.73,-0.84,0.524,0.537,15.862,CONFIRMED
0.938,0,0,0,59.7711433,148.96886,0.899,4.843,574.5,3.17,522.0,17.53,38.5,1,23.0,1.0,6214.0,4.382,-0.02,1.122,1.101,13.952,CONFIRMED
1.0,0,0,0,4.417692516,133.96139,0.971,2.323,279.2,1.57,790.0,92.16,35.1,1,302.0,1.0,4766.0,4.645,-0.24,0.664,0.723,14.31,CONFIRMED
1.0,0,0,0,10.08744556,135.13582,0.921,2.9884,568.1,3.15,942.0,186.14,39.9,1,130.0,1.0,6310.0,4.417,-0.06,1.095,1.143,15.079,CONFIRMED
1.0,0,0,0,16.34355902,145.04116,0.716,5.474,829.4,3.26,730.0,67.34,34.0,1,84.0,1.0,5730.0,4.394,0.16,1.056,1.008,15.017,CONFIRMED
1.0,0,0,0,21.96401646,133.03586,0.483,2.7509,693.4,2.57,643.0,40.41,26.9,2,63.0,1.0,5774.0,4.447,-0.1,0.958,0.937,15.378,CONFIRMED
0.899,0,0,0,125.602323,215.4336,0.065,7.105,925.7,2.89,360.0,3.95,23.3,2,10.0,2.0,5774.0,4.447,-0.1,0.958,0.937,15.378,CONFIRMED
1.0,0,0,0,12.51353325,139.42461,0.596,4.301,430.8,1.88,706.0,58.69,30.0,4,103.0,2.0,5435.0,4.495,-0.02,0.873,0.87,14.779,CONFIRMED
0.889,0,0,0,17.9134215,135.52921,0.832,4.364,197.8,1.39,626.0,36.38,11.4,4,65.0,4.0,5435.0,4.495,-0.02,0.873,0.87,14.779,CONFIRMED
0.998,0,0,0,25.2149143,152.6912,0.599,5.76,174.1,1.19,559.0,23.05,9.9,4,53.0,3.0,5435.0,4.495,-0.02,0.873,0.87,14.779,CONFIRMED
0.951,0,0,0,5.42586901,135.86589,0.1,2.5342,259.0,1.48,973.0,211.66,26.1,2,250.0,1.0,5594.0,4.489,0.16,0.934,0.981,14.305,CONFIRMED
1.0,0,0,0,19.58561177,132.36472,0.964,1.755,532.9,3.09,666.0,46.51,27.1,1,57.0,1.0,5618.0,4.401,0.0,0.996,0.911,14.18,CONFIRMED
1.0,0,0,0,4.544436472,134.90159,0.731,1.8141,879.3,3.0,1017.0,253.48,42.5,3,299.0,1.0,5445.0,4.458,0.16,0.937,0.919,15.009,CONFIRMED
0.974,0,0,0,12.76220558,143.73026,0.955,2.0688,653.8,3.18,721.0,63.86,17.4,3,95.0,2.0,5445.0,4.458,0.16,0.937,0.919,15.009,CONFIRMED
0.999,0,0,0,38.7149617,134.0313,0.691,3.441,694.8,2.62,498.0,14.55,16.2,3,34.0,3.0,5445.0,4.458,0.16,0.937,0.919,15.009,CONFIRMED
0.0,1,1,0,8.78458274,135.37812,0.681,6.459,210.8,2.6,1149.0,411.55,25.9,2,150.0,2.0,5927.0,4.046,0.14,1.691,1.161,14.879,FALSE POSITIVE
1.0,0,0,0,3.69298623,132.73624,0.775,1.7744,763.3,1.74,745.0,72.66,33.9,3,287.0,1.0,4402.0,4.682,-0.58,0.572,0.575,14.265,CONFIRMED
1.0,0,0,0,5.334082429,131.981761,0.045,6.2226,4676.5,13.08,1495.0,1180.64,653.4,1,253.0,1.0,6332.0,4.016,0.04,1.905,1.373,14.463,CONFIRMED
1.0,0,0,0,6.4980147,136.00108,0.92,2.4384,190.9,1.87,1026.0,262.18,41.2,1,200.0,1.0,5727.0,4.328,0.0,1.104,0.946,13.25,CONFIRMED
0.975,0,0,0,19.76169247,135.17794,0.924,3.9097,392.5,2.81,791.0,92.38,35.3,2,68.0,1.0,6327.0,4.327,-0.14,1.175,1.064,14.563,CONFIRMED
1.0,0,0,0,5.18498961,131.8814,0.021,2.1397,430.1,1.15,652.0,42.62,36.4,1,261.0,1.0,4325.0,4.68,-0.64,0.56,0.547,14.744,CONFIRMED
0.956,0,0,0,85.6542476,155.12346,0.012,6.866,476.0,3.56,522.0,17.51,36.6,1,16.0,1.0,5818.0,4.065,0.24,1.647,1.149,13.34,CONFIRMED
1.0,0,0,0,19.32945602,133.26717,0.009,3.794,935.5,2.26,529.0,18.57,26.8,1,67.0,1.0,5026.0,4.604,0.21,0.763,0.875,15.719,CONFIRMED
1.0,0,0,0,3.290114076,133.15709,0.203,1.5151,645.3,1.49,802.0,97.96,30.3,1,408.0,1.0,4484.0,4.654,-0.56,0.594,0.58,15.753,CONFIRMED
0.0,1,1,1,2.086075752,170.965627,0.914,2.2647,3657.8,10.3,1845.0,2747.42,102.2,1,641.0,1.0,6131.0,4.071,-0.74,1.417,0.862,12.963,FALSE POSITIVE
1.0,0,0,0,3.311864148,131.7427761,0.905,1.4049,5976.5,9.06,1116.0,365.94,448.2,1,319.0,1.0,5461.0,4.499,0.44,0.937,1.012,14.256,CONFIRMED
1.0,0,0,0,2.422084188,132.940079,0.058,2.5613,1871.8,3.55,1213.0,511.66,423.7,2,551.0,1.0,5598.0,4.565,-0.1,0.83,0.928,14.236,CONFIRMED
